Brand Name,Required Asset Type,Required Asset Size SqFt,Preferred Location,Required Liquid Investment INR,Expected Personality Traits,Industry,Contact Email
Velvet Bistro,Commercial Shop,474,"Hyderabad, Rajasthan",15995792,"Visionary Innovator, Confident Leader",HORECA,velvetbistro5316@business.com
Spice Corner,Commercial Shop,3506,"Lucknow, Madhya Pradesh",0,"Opportunity Hunter, Visionary Innovator, Persuasive Networker",HORECA,spicecorner8733@business.com
Elite Cafe,Standalone Building,1793,"Bhubaneswar, Kerala",9776199,"Opportunity Hunter, Resilient Builder",HORECA,elitecafe1403@business.com
India Corner,Restaurant Space,1381,"Chennai, Delhi",0,Adaptive Problem Solver,HORECA,indiacorner6014@business.com
Urban Cafe,Standalone Building,2978,"Bhopal, Odisha",2029626,"Adaptive Problem Solver, Persuasive Networker, Confident Leader",HORECA,urbancafe4105@business.com
Chai Stop,Retail Space,2145,"Pune, Rajasthan",0,"Resilient Builder, Adaptive Problem Solver, Persuasive Networker",HORECA,chaistop7188@business.com
Elite Bistro,Food Court Stall,1357,"Delhi, Assam",0,"Execution Specialist, Confident Leader",HORECA,elitebistro2781@business.com
Lucknow Kitchen,Mall Kiosk,270,"Bhopal, Tamil Nadu",1404380,"Adaptive Problem Solver, Execution Specialist, Opportunity Hunter",HORECA,lucknowkitchen8918@business.com
Chai Point,Retail Space,2319,"Lucknow, Tamil Nadu",0,"Opportunity Hunter, Persuasive Networker, Strategic Planner",HORECA,chaipoint3438@business.com
Signature Lounge,Food Court Stall,3380,"Jaipur, Delhi",1376043,"Adaptive Problem Solver, Confident Leader",HORECA,signaturelounge1828@business.com
Kolkata Cafe,Food Court Stall,1005,"Nagpur, Tamil Nadu",269902,"Persuasive Networker, Opportunity Hunter, Resilient Builder",HORECA,kolkatacafe2587@business.com
Bombay Cafe,Mall Kiosk,1851,"Guwahati, Odisha",0,"Confident Leader, Resilient Builder",HORECA,bombaycafe4872@business.com
Elite Dining,Commercial Shop,2855,"Surat, Rajasthan",0,Execution Specialist,HORECA,elitedining2592@business.com
India Dhaba,Mall Kiosk,2060,"Bhubaneswar, Karnataka",4201075,"Execution Specialist, Opportunity Hunter, Confident Leader",HORECA,indiadhaba6231@business.com
Regal Kitchen,Food Court Stall,2343,"Kolkata, Assam",0,"Execution Specialist, Adaptive Problem Solver, Persuasive Networker",HORECA,regalkitchen8595@business.com
Masti Street,Mall Kiosk,2714,"Delhi, West Bengal",0,Adaptive Problem Solver,HORECA,mastistreet9027@business.com
